car_id,brand,year,mileage_km,fuel_type,transmission,engine_size,condition,price
855,BMW,2021,267853,hybrid,manual,1.12,good,48335.32
856,Kia,2009,116217,diesel,automatic,3.85,good,32947.7
857,Mercedes,2021,275635,diesel,manual,3.3,good,42220.91
858,BMW,2019,30506,diesel,manual,4.04,poor,33440.39
859,Chevrolet,2015,234545,hybrid,manual,1.26,poor,17924.2
860,Chevrolet,2007,14658,petrol,automatic,2.72,poor,21350.59
861,Hyundai,2009,249220,petrol,automatic,1.42,good,25626.29
862,Toyota,2013,286472,hybrid,manual,2.47,fair,23003.81
863,BMW,2008,234348,diesel,manual,2.06,poor,20710.17
864,Toyota,2040,10924,electric,automatic,3.02,good,72975.38
865,Mercedes,2022,136120,electric,automatic,4.12,poor,38715.28
866,Hyundai,2009,223698,diesel,automatic,1.88,fair,20007.57
867,Chevrolet,2022,164130,petrol,automatic,4.64,fair,30401.46
868,Kia,2005,98164,petrol,automatic,3.43,fair,25726.08
869,Toyota,2009,75172,diesel,automatic,4.09,poor,22139.3
870,Toyota,2024,75627,hybrid,manual,2.18,excellent,75000.0
871,Honda,2023,205239,diesel,automatic,3.53,fair,32463.13
872,BMW,2005,160854,diesel,automatic,1.89,fair,33063.42
873,Toyota,2022,281937,electric,automatic,4.66,fair,33700.61
874,Kia,2017,119147,electric,automatic,3.66,excellent,51733.67
875,Kia,2007,122063,petrol,automatic,3.41,excellent,36421.28
876,Honda,2024,167207,petrol,automatic,2.17,excellent,65981.5
877,Chevrolet,2011,55195,electric,manual,1.06,good,33188.15
878,BMW,1985,178142,hybrid,manual,4.21,fair,19018.57
879,Mercedes,1985,222958,petrol,automatic,1.17,poor,14811.4
880,Hyundai,2013,163413,electric,automatic,1.49,fair,24726.81
881,Kia,2022,108050,hybrid,manual,1.67,good,52803.37
882,Kia,2006,253754,petrol,automatic,3.17,fair,12237.85
883,Mercedes,2016,238962,diesel,manual,3.34,poor,28145.38
884,Chevrolet,2012,285980,diesel,manual,4.17,fair,13097.94
885,Mercedes,2016,258519,electric,manual,2.16,poor,27826.91
886,BMW,2024,165400,petrol,automatic,4.55,fair,49379.99
887,Kia,2023,172091,electric,manual,4.52,poor,25167.09
888,Toyota,2009,189326,diesel,manual,2.59,fair,25519.93
889,BMW,2020,230855,hybrid,automatic,4.93,fair,39262.62
890,Honda,2014,201873,hybrid,automatic,2.73,excellent,49740.2
891,Honda,2019,296068,diesel,manual,3.82,good,34578.68
892,Mercedes,2019,96023,petrol,automatic,4.02,fair,52096.2
893,Kia,2023,89964,diesel,automatic,3.91,good,45552.38
894,Honda,2011,257670,diesel,manual,1.69,good,18673.84
895,Toyota,2009,102173,electric,automatic,3.6,good,36665.07
896,Toyota,2009,266578,petrol,manual,2.7,poor,9909.78
897,Mercedes,2022,176216,hybrid,automatic,4.45,poor,42431.52
898,Kia,2021,98285,petrol,manual,2.47,excellent,54787.13
899,Chevrolet,2021,220169,petrol,automatic,3.31,good,30820.49
900,Mercedes,2006,65162,petrol,manual,1.24,good,33785.5
901,Mercedes,2019,39386,hybrid,automatic,1.88,fair,64908.62
902,Mercedes,2020,265925,electric,automatic,2.52,fair,48240.41
903,Mercedes,2006,160600,petrol,manual,1.09,good,29830.37
904,Chevrolet,2009,500000,petrol,manual,3.18,excellent,12532.78
905,BMW,2018,272805,diesel,automatic,2.85,good,45777.33
906,Mercedes,2014,278183,petrol,manual,2.35,excellent,46862.56
907,Toyota,2013,124005,petrol,manual,2.68,poor,18310.1
908,BMW,2021,84005,diesel,manual,2.25,fair,53768.06
909,Kia,2009,142852,electric,automatic,1.81,poor,17317.94
910,Mercedes,2007,73064,diesel,manual,2.7,good,48877.17
911,Chevrolet,2020,208286,hybrid,manual,3.8,fair,24674.16
912,Kia,2021,139434,diesel,automatic,2.09,good,43379.69
913,Chevrolet,2010,241927,electric,manual,4.29,fair,24321.3
914,BMW,2007,13461,diesel,manual,3.41,good,49803.99
915,Mercedes,2017,185822,electric,automatic,1.99,good,56791.26
916,Chevrolet,2005,145789,diesel,automatic,3.64,fair,20855.08
917,Hyundai,2035,46723,electric,automatic,1.65,poor,32133.77
918,Hyundai,2023,12554,hybrid,manual,1.91,good,50587.33
919,Chevrolet,2007,221444,petrol,automatic,1.53,excellent,24394.19
920,Chevrolet,2010,289502,electric,automatic,4.19,good,31742.94
921,Honda,2007,21924,hybrid,automatic,3.57,excellent,51485.7
922,Toyota,2015,83257,diesel,automatic,2.74,fair,39555.5
923,Chevrolet,2007,167503,petrol,manual,1.5,excellent,18275.32
924,BMW,2023,272884,diesel,manual,4.54,excellent,58485.4
925,Toyota,2016,192227,hybrid,manual,4.78,good,43766.08
926,Hyundai,2016,51201,petrol,manual,3.31,excellent,50268.28
927,Toyota,2012,81596,petrol,manual,4.3,poor,20665.53
928,Kia,2005,82290,electric,automatic,2.36,poor,21761.41
929,Hyundai,2018,46372,electric,manual,1.71,good,54539.39
930,Honda,2024,195143,diesel,manual,3.08,excellent,60621.97
931,Honda,2007,202470,diesel,automatic,1.89,excellent,31110.28
932,BMW,2011,156814,hybrid,automatic,1.67,poor,19415.88
933,Mercedes,2024,161285,hybrid,manual,1.45,good,56457.24
934,BMW,2024,110800,electric,manual,3.94,excellent,75000.0
935,Mercedes,2006,133311,electric,automatic,1.44,good,38914.29
936,Chevrolet,2019,180771,hybrid,manual,4.23,excellent,43643.18
937,Kia,2016,249716,diesel,automatic,4.9,poor,14177.56
938,BMW,2014,286546,diesel,manual,1.04,good,21852.37
939,Kia,2021,287921,diesel,manual,1.22,poor,19626.13
940,Honda,2018,190781,diesel,automatic,1.96,poor,24396.69
941,BMW,2020,30690,electric,manual,4.78,good,75000.0
942,Toyota,2013,204586,petrol,manual,1.32,poor,13309.94
943,Honda,2014,60851,petrol,manual,3.32,excellent,57094.33
944,BMW,2024,250474,petrol,manual,2.39,good,64220.96
945,Honda,2006,168601,electric,manual,4.93,poor,14717.65
946,Honda,2014,172019,hybrid,automatic,1.22,good,31858.09
947,BMW,2011,189481,diesel,automatic,2.28,excellent,49131.62
948,BMW,2018,247145,diesel,manual,4.65,poor,30755.94
949,Hyundai,2011,72844,diesel,manual,2.64,good,29714.02
950,Honda,2020,51321,hybrid,manual,2.63,good,62028.3
951,Chevrolet,2019,256610,electric,manual,2.69,fair,27613.2
952,Kia,2013,295291,petrol,manual,1.62,poor,14937.12
953,Chevrolet,2011,220032,diesel,automatic,4.16,excellent,24165.73
954,Hyundai,2013,289292,electric,manual,3.56,fair,19530.51
955,BMW,2011,29051,hybrid,manual,1.18,poor,27431.55
956,Hyundai,2014,52282,electric,manual,1.26,poor,23134.89
957,Hyundai,2010,32688,electric,automatic,2.68,excellent,63318.69
958,Chevrolet,2005,109358,hybrid,manual,1.79,good,30831.75
959,Kia,2008,190678,diesel,manual,3.16,poor,15637.03
960,Mercedes,2018,179621,diesel,automatic,2.46,excellent,57699.99
961,Honda,2019,43517,hybrid,manual,2.55,excellent,60728.05
962,Mercedes,2018,160385,diesel,automatic,1.86,fair,46175.92
963,Honda,2018,28158,diesel,manual,3.98,good,51463.23
964,Hyundai,2020,227354,hybrid,automatic,1.32,poor,18274.78
965,Hyundai,2011,209044,diesel,manual,1.28,fair,14312.55
966,Hyundai,2013,143676,hybrid,automatic,4.3,good,35330.2
967,Mercedes,2012,248480,electric,automatic,3.63,good,54737.0
968,Chevrolet,2007,220478,hybrid,manual,3.04,poor,13277.07
969,Kia,2018,237518,petrol,automatic,1.87,fair,19658.83
970,Honda,2021,84743,petrol,automatic,3.16,excellent,53895.67
971,Honda,2013,235906,diesel,automatic,1.81,poor,17591.67
972,Honda,2016,78961,hybrid,manual,1.19,excellent,62142.6
973,Kia,2011,43139,electric,automatic,4.81,excellent,61084.82
974,Kia,2023,94934,electric,automatic,1.82,good,47585.93
975,Chevrolet,2016,105483,petrol,manual,2.31,fair,32070.31
976,Mercedes,2014,235394,electric,manual,4.5,excellent,63933.94
977,Mercedes,2013,275863,electric,automatic,1.39,good,42483.26
978,Chevrolet,2012,210445,petrol,automatic,1.21,excellent,29400.03
979,Kia,2021,162038,electric,manual,2.01,excellent,51028.39
980,Kia,2016,90965,electric,automatic,3.1,fair,42377.69
981,Honda,2024,274545,electric,automatic,1.88,poor,30106.95
982,Honda,2020,114930,hybrid,manual,1.32,good,52107.75
983,Chevrolet,2012,123622,diesel,manual,2.45,fair,17774.59
984,Toyota,2016,288730,hybrid,automatic,4.85,fair,29935.53
985,Mercedes,2009,243944,petrol,manual,2.14,poor,21909.23
986,Hyundai,2015,203112,diesel,manual,2.86,fair,27183.29
987,Toyota,2014,95338,hybrid,automatic,3.12,fair,33291.94
988,BMW,2010,93389,diesel,automatic,1.66,excellent,67052.41
989,Mercedes,2018,75192,diesel,automatic,1.52,excellent,73333.57
990,Honda,2024,171891,electric,manual,4.49,good,60982.09
991,Hyundai,2022,253000,petrol,automatic,1.04,good,40129.83
992,Mercedes,2013,76502,hybrid,automatic,3.73,poor,35409.36
993,BMW,2015,137415,hybrid,manual,2.72,good,52915.97
994,Honda,2019,25500,hybrid,automatic,3.12,poor,36293.98
995,Honda,2016,143187,diesel,automatic,2.53,excellent,49449.57
996,Chevrolet,2013,281684,diesel,automatic,3.85,good,26176.86
997,Honda,2008,15035,electric,manual,2.82,good,51939.04
998,Toyota,2009,252640,diesel,automatic,4.06,good,30868.14
999,Mercedes,2010,108332,petrol,automatic,3.21,good,43215.2
1000,Honda,2015,212698,diesel,automatic,2.33,good,27089.04
