car_id,brand,year,mileage_km,fuel_type,transmission,engine_size,condition,price,sale_date,sale_year,sale_month,sale_day,sale_dayofweek,sale_quarter
464,Hyundai,2022,293658,hybrid,automatic,4.99,fair,33591.32,2022-07-23 00:28:49.729729,2022,7,23,5,3
465,Chevrolet,2011,239729,petrol,automatic,3.16,fair,22817.91,2020-01-30 05:53:09.189189,2020,1,30,3,1
466,Honda,2020,268915,diesel,automatic,3.02,fair,36390.86,2020-11-08 13:24:19.459459,2020,11,8,6,4
467,Toyota,2012,49905,hybrid,automatic,3.32,fair,34191.48,2021-02-04 07:03:47.027027,2021,2,4,3,1
468,Hyundai,2024,157900,petrol,automatic,2.78,fair,31297.36,2020-10-13 23:15:18.918918,2020,10,13,1,4
469,Chevrolet,2016,286127,electric,manual,2.66,excellent,39048.72,2022-05-20 01:06:18.378378,2022,5,20,4,2
470,Kia,2015,245587,diesel,automatic,3.19,poor,12582.65,2020-03-23 06:03:14.594594,2020,3,23,0,1
471,Chevrolet,2014,231849,diesel,manual,1.19,poor,12762.97,2021-11-10 22:50:48.648648,2021,11,10,2,4
472,Kia,2021,274069,diesel,automatic,2.63,poor,18368.67,2022-08-02 23:41:15.675675,2022,8,2,1,3
473,Chevrolet,2020,9895,electric,manual,4.0,poor,26311.24,2020-06-28 03:03:03.783783,2020,6,28,6,2
474,Mercedes,2021,0,electric,automatic,3.37,poor,46411.19,2024-06-16 14:16:12.972972,2024,6,16,6,2
475,Hyundai,2016,232283,petrol,manual,3.23,good,37389.52,2023-09-21 21:41:37.297297,2023,9,21,3,3
476,Chevrolet,2017,97122,diesel,manual,1.37,good,28306.46,2020-03-06 19:14:35.675675,2020,3,6,4,1
477,Bmw,2024,212041,diesel,automatic,2.4,fair,51724.11,2021-05-24 23:08:06.486486,2021,5,24,0,2
478,Honda,2015,126835,electric,manual,1.66,excellent,59617.23,2021-09-28 02:01:04.864864,2021,9,28,1,3
479,Honda,2006,197145,diesel,manual,3.81,poor,12181.23,2022-06-25 14:27:44.864864,2022,6,25,5,2
480,Bmw,2008,185877,hybrid,manual,2.97,fair,20075.92,2021-07-04 04:13:41.621621,2021,7,4,6,3
481,Kia,2019,74688,petrol,automatic,4.6,poor,28819.38,2020-11-25 00:12:58.378378,2020,11,25,2,4
482,Mercedes,2015,174251,hybrid,manual,1.16,good,52081.34,2023-01-12 15:55:40.540540,2023,1,12,3,1
483,Hyundai,2009,42510,petrol,automatic,1.53,good,40788.23,2020-06-28 03:03:03.783783,2020,6,28,6,2
484,Honda,2007,24958,diesel,automatic,3.0,good,34810.11,2023-07-01 15:38:22.702702,2023,7,1,5,3
485,Bmw,2006,34476,electric,automatic,3.96,excellent,75000.0,2024-12-18 04:55:29.729729,2024,12,18,2,4
486,Toyota,2009,11214,hybrid,manual,1.67,good,49380.2,2020-07-29 04:48:17.297297,2020,7,29,2,3
487,Honda,2018,212224,petrol,automatic,3.8,poor,18941.15,2020-12-13 06:53:41.621621,2020,12,13,6,4
488,Kia,2015,203302,electric,manual,3.41,poor,15754.71,2021-04-05 14:42:09.729729,2021,4,5,0,2
489,Mercedes,2006,131068,petrol,manual,3.15,good,47105.76,2024-11-26 06:30:37.837837,2024,11,26,1,4
490,Kia,2011,91877,electric,automatic,2.45,poor,23316.63,2024-08-21 09:30:48.648648,2024,8,21,2,3
491,Mercedes,2020,268765,electric,manual,3.42,good,45077.98,2024-11-29 22:14:46.486486,2024,11,29,4,4
492,Chevrolet,2023,122959,electric,automatic,2.29,poor,24839.36,2020-10-19 10:51:31.891891,2020,10,19,0,4
493,Bmw,2009,186881,diesel,automatic,3.53,excellent,40307.1,2021-04-11 02:18:22.702702,2021,4,11,6,2
494,Mercedes,2007,65098,electric,manual,4.12,fair,33047.68,2021-08-11 13:27:12.432432,2021,8,11,2,3
495,Honda,2013,215502,diesel,manual,3.95,good,25935.15,2020-08-20 03:13:09.189189,2020,8,20,3,3
496,Bmw,2005,253384,petrol,automatic,1.56,poor,14934.14,2020-02-01 01:45:13.513513,2020,2,1,5,1
497,Kia,2015,35490,petrol,manual,3.84,excellent,61695.63,2023-12-18 15:21:04.864864,2023,12,18,0,4
498,Chevrolet,2008,207321,hybrid,manual,4.22,excellent,31688.39,2023-09-03 15:00:54.054054,2023,9,3,6,3
499,Mercedes,2022,133386,electric,automatic,1.59,fair,60161.78,2022-10-29 17:20:43.243243,2022,10,29,5,4
500,Bmw,2024,192342,petrol,manual,1.78,excellent,75000.0,2022-11-06 00:49:00.540540,2022,11,6,6,4
501,Honda,2023,64020,hybrid,automatic,2.91,fair,53313.2,2021-08-11 13:27:12.432432,2021,8,11,2,3
502,Chevrolet,2020,285009,diesel,manual,1.28,fair,23106.6,2024-05-11 00:54:46.486486,2024,5,11,5,2
503,Mercedes,2012,167635,hybrid,automatic,4.67,good,52855.25,2023-06-06 01:29:22.162162,2023,6,6,1,2
504,Bmw,2020,68251,diesel,manual,2.39,excellent,71885.62,2023-12-16 19:29:00.540540,2023,12,16,5,4
505,Bmw,2015,94921,petrol,automatic,3.74,excellent,75000.0,2023-02-16 09:25:02.702702,2023,2,16,3,1
506,Mercedes,2015,62946,electric,manual,1.58,excellent,75000.0,2021-06-08 14:04:41.081081,2021,6,8,1,2
507,Hyundai,2008,278200,petrol,automatic,1.94,good,20677.48,2024-09-17 19:31:53.513513,2024,9,17,1,3
508,Bmw,2014,219412,electric,manual,4.3,good,60729.85,2024-04-08 03:17:28.648648,2024,4,8,0,2
509,Bmw,2014,234959,diesel,automatic,4.92,poor,23798.17,2023-04-25 00:31:42.702702,2023,4,25,1,2
510,Toyota,2024,278519,petrol,automatic,1.36,poor,22144.71,2024-10-22 13:01:15.675675,2024,10,22,1,4
511,Chevrolet,2019,38326,diesel,manual,4.17,poor,23380.28,2023-03-12 03:41:58.918918,2023,3,12,6,1
512,Mercedes,2007,108330,petrol,automatic,4.16,fair,33218.92,2020-10-08 11:39:05.945945,2020,10,8,3,4
513,Kia,2016,33172,electric,automatic,3.86,fair,35986.45,2022-06-12 19:23:14.594594,2022,6,12,6,2
514,Hyundai,2009,152516,electric,automatic,3.07,fair,20422.52,2021-12-04 17:07:44.864864,2021,12,4,5,4
515,Toyota,2007,75191,diesel,automatic,2.63,poor,20095.95,2024-12-05 09:50:59.459459,2024,12,5,3,4
516,Bmw,2008,224782,diesel,automatic,2.4,excellent,26995.48,2023-12-04 00:24:30.270270,2023,12,4,0,4
517,Honda,2010,106706,diesel,automatic,4.48,good,36421.81,2020-07-07 06:23:25.405405,2020,7,7,1,3
518,Bmw,2021,255844,diesel,manual,4.08,good,46913.42,2024-08-23 05:22:52.972972,2024,8,23,4,3
519,Bmw,2013,27967,electric,manual,2.72,good,66556.34,2021-12-17 12:12:15.135135,2021,12,17,4,4
520,Hyundai,2019,14790,electric,manual,2.77,good,49942.64,2024-01-20 12:58:22.702702,2024,1,20,5,1
521,Mercedes,2019,170072,petrol,manual,1.55,fair,37133.64,2021-03-23 19:37:39.459459,2021,3,23,1,1
522,Kia,2013,81421,hybrid,automatic,2.54,excellent,56235.14,2020-11-15 20:52:36.756756,2020,11,15,6,4
523,Mercedes,2005,79282,hybrid,manual,3.26,good,51097.96,2020-03-10 10:58:44.324324,2020,3,10,1,1
524,Kia,2021,244253,petrol,automatic,1.13,excellent,45793.46,2022-05-20 01:06:18.378378,2022,5,20,4,2
525,Honda,2017,69698,hybrid,automatic,2.37,excellent,57809.94,2023-05-29 18:01:04.864864,2023,5,29,0,2
526,Chevrolet,2006,299777,diesel,automatic,3.28,fair,13863.9,2023-10-17 11:50:37.837837,2023,10,17,1,4
527,Mercedes,2019,143087,diesel,manual,3.36,good,51155.75,2022-09-08 13:02:42.162162,2022,9,8,3,3
528,Kia,2015,278795,diesel,manual,1.85,excellent,21610.2,2024-05-01 21:34:24.864864,2024,5,1,2,2
529,Bmw,2007,203531,hybrid,manual,2.97,fair,32270.58,2024-02-02 08:02:52.972972,2024,2,2,4,1
530,Honda,2014,238033,electric,automatic,4.92,fair,27119.09,2024-08-08 14:26:18.378378,2024,8,8,3,3
531,Kia,2024,105243,diesel,automatic,1.75,fair,31630.24,2022-01-13 22:13:19.999999,2022,1,13,3,1
532,Honda,2024,28791,diesel,automatic,2.21,excellent,74867.16,2022-08-15 18:45:45.945945,2022,8,15,0,3
533,Chevrolet,2007,190047,electric,automatic,3.54,fair,17674.68,2024-02-20 14:43:36.216216,2024,2,20,1,1
534,Bmw,2016,42953,electric,manual,3.62,fair,49632.01,2022-07-12 01:16:23.783783,2022,7,12,1,3
535,Mercedes,2010,229871,diesel,manual,4.86,good,37869.3,2024-07-06 16:49:00.540540,2024,7,6,5,3
536,Toyota,2017,175052,hybrid,manual,3.94,fair,34592.41,2024-02-15 03:07:23.243243,2024,2,15,3,1
537,Bmw,2013,154676,petrol,manual,2.18,fair,31223.14,2020-03-04 23:22:31.351351,2020,3,4,2,1
538,Mercedes,2018,114295,diesel,automatic,1.56,poor,28732.45,2023-06-04 05:37:17.837837,2023,6,4,6,2
539,Hyundai,2007,217207,electric,manual,2.16,good,17799.25,2020-02-04 17:29:22.162162,2020,2,4,1,1
540,Honda,2023,86653,diesel,automatic,3.49,excellent,66450.23,2021-08-07 21:43:03.783783,2021,8,7,5,3
541,Hyundai,2010,7574,hybrid,manual,3.41,excellent,41436.83,2023-11-17 13:35:51.351351,2023,11,17,4,4
542,Mercedes,2015,48444,hybrid,manual,2.5,excellent,75000.0,2022-07-23 00:28:49.729729,2022,7,23,5,3
543,Bmw,2014,24614,electric,automatic,4.01,good,63575.29,2021-12-30 07:16:45.405405,2021,12,30,3,4
544,Mercedes,2015,33221,petrol,automatic,1.79,excellent,66865.97,2023-04-08 13:43:03.783783,2023,4,8,5,2
545,Toyota,2010,140236,electric,manual,1.02,good,42182.03,2024-11-09 19:41:58.918918,2024,11,9,5,4
546,Mercedes,2007,64099,petrol,automatic,1.28,poor,23980.03,2024-05-31 03:27:34.054054,2024,5,31,4,2
547,Hyundai,2022,146120,electric,automatic,3.56,fair,47073.0,2022-05-09 01:53:52.432432,2022,5,9,0,2
548,Bmw,2014,160565,diesel,automatic,1.66,excellent,50691.12,2020-09-16 13:14:14.054054,2020,9,16,2,3
549,Mercedes,2005,277044,electric,manual,4.21,fair,29053.49,2020-06-15 07:58:33.513513,2020,6,15,0,2
550,Honda,2015,267400,petrol,manual,2.39,good,48312.41,2021-10-07 05:21:26.486486,2021,10,7,3,4
551,Kia,2010,200517,electric,automatic,1.75,excellent,25059.31,2024-03-02 13:56:02.162162,2024,3,2,5,1
552,Chevrolet,2011,220086,petrol,manual,2.4,fair,12291.54,2023-12-31 10:25:35.135135,2023,12,31,6,4
553,Mercedes,2012,9237,electric,manual,4.67,good,69119.1,2023-08-20 00:04:19.459459,2023,8,20,6,3
554,Honda,2012,175683,diesel,automatic,2.97,excellent,32578.81,2024-10-17 01:25:02.702702,2024,10,17,3,4
555,Bmw,2017,222504,petrol,automatic,4.04,good,52019.56,2024-04-08 03:17:28.648648,2024,4,8,0,2
556,Chevrolet,2014,265801,hybrid,manual,3.6,poor,13897.45,2020-04-01 09:23:36.216216,2020,4,1,2,2
557,Bmw,2021,221590,electric,manual,2.85,fair,46459.95,2023-04-28 16:15:51.351351,2023,4,28,4,2
558,Hyundai,2017,72056,electric,automatic,1.31,excellent,51022.76,2023-06-27 23:54:14.054054,2023,6,27,1,2
559,Mercedes,2020,116791,diesel,manual,3.7,fair,51855.14,2022-11-15 04:09:22.162162,2022,11,15,1,4
560,Bmw,2012,140984,hybrid,automatic,2.52,poor,31829.04,2020-12-11 11:01:37.297297,2020,12,11,4,4
561,Toyota,2006,200687,hybrid,automatic,3.22,good,37638.85,2020-08-14 15:36:56.216216,2020,8,14,4,3
562,Chevrolet,2015,151660,petrol,automatic,1.37,good,35232.7,2020-09-29 08:18:44.324324,2020,9,29,1,3
563,Chevrolet,2016,209074,hybrid,manual,2.7,poor,15246.39,2021-07-26 02:38:33.513513,2021,7,26,0,3
564,Honda,2010,246625,diesel,automatic,2.67,excellent,35080.8,2022-11-06 00:49:00.540540,2022,11,6,6,4
565,Honda,2021,254688,hybrid,automatic,1.55,poor,19566.81,2021-09-15 06:56:34.594594,2021,9,15,2,3
566,Kia,2014,500000,petrol,manual,3.91,excellent,32325.05,2021-07-09 15:49:54.594594,2021,7,9,4,3
567,Toyota,2015,281133,hybrid,automatic,3.77,fair,27029.38,2023-06-17 00:41:48.108108,2023,6,17,5,2
568,Kia,2009,186064,hybrid,automatic,4.49,excellent,31737.73,2023-05-29 18:01:04.864864,2023,5,29,0,2
569,Honda,2007,141511,petrol,manual,4.45,excellent,38077.07,2024-03-09 21:24:19.459459,2024,3,9,5,1
570,Honda,2021,58400,diesel,manual,3.37,poor,33444.69,2023-11-30 08:40:21.621621,2023,11,30,3,4
571,Kia,2015,124234,electric,automatic,3.96,fair,33477.35,2020-04-06 20:59:49.189189,2020,4,6,0,2
572,Toyota,2020,61375,diesel,automatic,3.97,poor,28443.05,2022-03-20 17:27:55.675675,2022,3,20,6,1
573,Mercedes,2011,158043,diesel,manual,3.47,excellent,75000.0,2023-01-23 15:08:06.486486,2023,1,23,0,1
574,Hyundai,2024,90885,electric,manual,1.28,poor,28113.81,2024-12-18 04:55:29.729729,2024,12,18,2,4
575,Toyota,2017,140336,electric,manual,2.83,poor,23078.88,2021-04-25 17:14:57.297297,2021,4,25,6,2
576,Kia,2014,55755,electric,manual,3.38,good,38609.79,2020-04-05 01:07:44.864864,2020,4,5,6,2
577,Kia,2014,222812,diesel,manual,4.11,good,34035.66,2022-11-09 16:33:09.189189,2022,11,9,2,4
578,Kia,2024,42325,electric,automatic,4.13,excellent,74086.73,2023-02-05 10:12:36.756756,2023,2,5,6,1
579,Toyota,2009,139970,petrol,automatic,3.47,poor,24709.92,2020-01-08 07:28:17.297297,2020,1,8,2,1
580,Kia,2005,133041,hybrid,automatic,3.15,good,22379.98,2020-07-05 10:31:21.081081,2020,7,5,6,3
581,Mercedes,2006,244372,hybrid,automatic,3.03,fair,27489.9,2020-12-22 10:14:03.243243,2020,12,22,1,4
582,Mercedes,2017,297714,diesel,automatic,1.9,excellent,51835.53,2023-11-13 21:51:42.702702,2023,11,13,0,4
583,Honda,2019,129028,electric,automatic,1.14,fair,41900.32,2024-05-20 04:15:08.108108,2024,5,20,0,2
584,Hyundai,2008,143772,diesel,automatic,3.92,good,34291.58,2024-12-16 09:03:25.405405,2024,12,16,0,4
585,Mercedes,2007,131599,hybrid,automatic,2.93,poor,20487.42,2024-06-01 23:19:38.378378,2024,6,1,5,2
586,Bmw,2018,196427,electric,automatic,1.14,poor,36099.86,2021-09-29 21:53:09.189189,2021,9,29,2,3
587,Kia,2019,266267,hybrid,automatic,3.3,fair,30665.24,2020-03-25 01:55:18.918918,2020,3,25,2,1
588,Honda,2007,113379,electric,automatic,1.94,excellent,52560.07,2024-05-01 21:34:24.864864,2024,5,1,2,2
589,Kia,2015,5756,hybrid,manual,2.41,excellent,57321.47,2024-02-11 11:23:14.594594,2024,2,11,6,1
590,Bmw,1990,292243,diesel,manual,1.75,poor,4941.28,2024-09-05 00:27:23.243243,2024,9,5,3,3
591,Chevrolet,2014,259769,electric,manual,3.57,poor,19937.43,2024-02-05 23:47:01.621621,2024,2,5,0,1
592,Kia,2021,215262,diesel,manual,3.13,fair,32336.66,2023-04-12 05:27:12.432432,2023,4,12,2,2
593,Bmw,2017,225291,diesel,automatic,1.04,good,35615.51,2021-05-04 20:35:18.918918,2021,5,4,1,2
594,Bmw,2007,88464,petrol,manual,1.91,poor,20088.87,2021-11-05 11:14:35.675675,2021,11,5,4,4
595,Honda,2012,200846,hybrid,automatic,3.63,fair,32793.8,2023-03-06 16:05:45.945945,2023,3,6,0,1
596,Chevrolet,2019,124897,diesel,manual,1.26,excellent,48428.88,2020-07-10 22:07:34.054054,2020,7,10,4,3
597,Hyundai,2018,68043,hybrid,manual,1.14,fair,37790.05,2023-05-07 19:36:12.972972,2023,5,7,6,2
598,Toyota,2013,181636,petrol,automatic,4.73,poor,21490.08,2023-04-17 17:03:25.405405,2023,4,17,0,2
599,Kia,2010,124373,hybrid,manual,1.39,good,31200.29,2023-04-14 01:19:16.756756,2023,4,14,4,2
600,Kia,2023,261499,electric,manual,4.3,poor,20561.3,2020-08-05 12:16:34.594594,2020,8,5,2,3
601,Bmw,2012,28980,petrol,manual,1.52,excellent,68168.26,2024-02-26 02:19:49.189189,2024,2,26,0,1
602,Chevrolet,2009,95169,electric,automatic,1.74,poor,20749.11,2023-12-07 16:08:38.918918,2023,12,7,3,4
603,Bmw,2024,274053,electric,manual,4.78,fair,50797.02,2023-01-07 04:19:27.567567,2023,1,7,5,1
604,Hyundai,2005,107071,diesel,automatic,2.91,good,25128.09,2020-04-14 04:28:06.486486,2020,4,14,1,2
605,Chevrolet,2007,44429,hybrid,automatic,1.87,good,33065.08,2024-10-02 10:28:28.108108,2024,10,2,2,4
606,Mercedes,2011,74477,diesel,manual,2.54,excellent,55153.52,2021-09-22 14:24:51.891891,2021,9,22,2,3
607,Toyota,2009,258662,petrol,manual,3.1,fair,25517.55,2023-09-14 14:13:19.999999,2023,9,14,3,3
608,Honda,2008,219510,diesel,manual,3.99,poor,12438.05,2022-05-14 13:30:05.405405,2022,5,14,5,2
609,Mercedes,2006,48095,hybrid,manual,2.01,fair,36483.67,2020-07-31 00:40:21.621621,2020,7,31,4,3
610,Toyota,2012,195814,hybrid,automatic,1.87,excellent,43916.85,2024-02-24 06:27:44.864864,2024,2,24,5,1
611,Hyundai,2019,270015,diesel,manual,2.43,fair,20199.58,2023-12-14 23:36:56.216216,2023,12,14,3,4
612,Kia,2023,256306,diesel,automatic,3.99,excellent,38248.04,2020-08-18 07:21:04.864864,2020,8,18,1,3
613,Bmw,2019,40802,petrol,manual,4.22,good,59040.67,2021-12-17 12:12:15.135135,2021,12,17,4,4
614,Honda,2013,259269,electric,manual,4.68,poor,21765.02,2024-07-15 20:09:22.162162,2024,7,15,0,3
615,Kia,2014,9949,hybrid,manual,3.99,excellent,60865.13,2023-03-15 19:26:07.567567,2023,3,15,2,1
616,Hyundai,2008,6085,petrol,manual,2.22,good,38823.86,2020-04-14 04:28:06.486486,2020,4,14,1,2
617,Honda,2019,56493,petrol,automatic,2.98,excellent,60888.02,2023-03-03 00:21:37.297297,2023,3,3,4,1
618,Toyota,2016,241746,petrol,automatic,4.41,excellent,38171.63,2022-07-24 20:20:54.054054,2022,7,24,6,3
619,Chevrolet,2013,145759,diesel,manual,4.95,fair,21095.06,2023-10-02 20:54:03.243243,2023,10,2,0,4
620,Toyota,2011,76106,hybrid,automatic,2.72,fair,35898.47,2024-01-04 02:09:43.783783,2024,1,4,3,1
621,Kia,2018,22807,hybrid,automatic,4.05,excellent,55924.98,2020-06-22 15:26:50.810810,2020,6,22,0,2
622,Chevrolet,2013,136719,petrol,manual,2.43,poor,14781.94,2023-03-10 07:49:54.594594,2023,3,10,4,1
623,Toyota,2012,108340,petrol,manual,1.53,good,35879.43,2020-08-01 20:32:25.945945,2020,8,1,5,3
624,Kia,2024,43652,hybrid,automatic,4.1,fair,50859.08,2022-10-18 18:08:17.297297,2022,10,18,1,4
625,Kia,2020,163673,electric,automatic,3.56,good,48916.59,2023-01-01 16:43:14.594594,2023,1,1,6,1
626,Hyundai,2020,290015,petrol,manual,2.44,fair,22635.32,2022-06-09 03:39:05.945945,2022,6,9,3,2
627,Kia,2012,99075,hybrid,automatic,3.87,poor,19250.17,2021-03-07 08:49:00.540540,2021,3,7,6,1
628,Honda,2017,17714,petrol,automatic,3.25,good,44961.81,2024-06-03 19:11:42.702702,2024,6,3,0,2
629,Kia,2015,9187,electric,manual,3.76,poor,24913.37,2024-06-25 17:36:34.594594,2024,6,25,1,2
630,Kia,2023,127898,petrol,automatic,1.4,excellent,56568.54,2021-05-10 08:11:31.891891,2021,5,10,0,2
631,Hyundai,2018,6631,hybrid,automatic,1.98,poor,29188.32,2020-12-09 15:09:32.972972,2020,12,9,2,4
632,Chevrolet,2008,270987,electric,manual,2.54,excellent,19869.82,2024-12-29 04:07:55.675675,2024,12,29,6,4
633,Kia,2023,9170,hybrid,automatic,3.36,fair,48105.53,2023-07-08 23:06:39.999999,2023,7,8,5,3
634,Honda,2014,292056,hybrid,automatic,2.93,poor,16562.07,2022-03-26 05:04:08.648648,2022,3,26,5,1
635,Mercedes,2010,274989,diesel,automatic,2.73,good,26270.57,2022-11-26 03:21:48.108108,2022,11,26,5,4
636,Kia,2011,209629,diesel,automatic,4.62,poor,19824.81,2023-12-13 03:44:51.891891,2023,12,13,2,4
637,Honda,2013,26211,petrol,automatic,1.4,fair,37112.66,2024-04-20 22:21:58.918918,2024,4,20,5,2
638,Bmw,2024,29738,hybrid,automatic,4.19,poor,52385.11,2021-03-25 15:29:43.783783,2021,3,25,3,1
639,Kia,2008,21654,diesel,manual,4.26,excellent,37560.65,2024-10-24 08:53:20.000000,2024,10,24,3,4
640,Mercedes,2016,222598,diesel,automatic,2.88,good,39981.72,2020-05-17 02:05:24.324324,2020,5,17,6,2
641,Toyota,2021,81930,hybrid,automatic,2.43,good,62522.43,2020-10-06 15:47:01.621621,2020,10,6,1,4
642,Chevrolet,2008,170053,hybrid,automatic,2.46,poor,14211.9,2023-04-12 05:27:12.432432,2023,4,12,2,2
643,Honda,2023,45240,electric,automatic,3.92,good,75000.0,2022-03-04 06:39:16.756756,2022,3,4,4,1
644,Honda,2006,248486,hybrid,manual,4.61,fair,14248.77,2024-12-25 12:23:47.027027,2024,12,25,2,4
645,Bmw,2019,199975,diesel,automatic,3.37,poor,27744.77,2020-06-04 08:46:07.567567,2020,6,4,3,2
646,Bmw,2011,15821,electric,automatic,3.83,poor,40639.25,2023-06-26 04:02:09.729729,2023,6,26,0,2
647,Honda,2016,226313,petrol,automatic,2.19,good,39760.71,2021-06-03 02:28:28.108108,2021,6,3,3,2
648,Kia,2020,160720,petrol,automatic,2.13,excellent,48006.68,2024-11-13 11:26:07.567567,2024,11,13,2,4
649,Hyundai,2014,213697,diesel,manual,3.85,good,38052.99,2021-02-04 07:03:47.027027,2021,2,4,3,1
650,Chevrolet,2009,217929,petrol,manual,2.15,poor,10610.53,2020-05-04 07:00:54.054054,2020,5,4,0,2
651,Mercedes,2018,76556,petrol,manual,4.02,fair,44591.81,2020-03-25 01:55:18.918918,2020,3,25,2,1
652,Toyota,2012,115270,diesel,automatic,2.4,excellent,57933.79,2020-06-18 23:42:42.162162,2020,6,18,3,2
653,Hyundai,2018,132796,diesel,automatic,1.7,poor,23710.96,2023-10-01 01:01:58.918918,2023,10,1,6,4
654,Toyota,2014,138689,electric,automatic,3.37,poor,27773.01,2024-10-15 05:32:58.378378,2024,10,15,1,4
655,Bmw,2006,174666,hybrid,manual,4.67,fair,28186.03,2022-04-06 04:16:34.594594,2022,4,6,2,2
656,Kia,2022,67494,diesel,automatic,4.63,poor,29185.73,2021-01-06 01:10:37.837837,2021,1,6,2,1
657,Hyundai,2014,182777,electric,automatic,3.94,excellent,41696.09,2024-07-23 03:37:39.459459,2024,7,23,1,3
658,Bmw,2018,117917,petrol,manual,3.9,excellent,67768.74,2021-01-31 15:19:38.378378,2021,1,31,6,1
659,Kia,2008,54564,diesel,manual,4.99,fair,32173.21,2022-05-14 13:30:05.405405,2022,5,14,5,2
660,Kia,2019,235613,petrol,manual,2.72,good,28142.43,2022-02-26 19:03:03.783783,2022,2,26,5,1
661,Honda,2024,215394,hybrid,automatic,2.44,good,51501.56,2021-09-13 11:04:30.270270,2021,9,13,0,3
662,Honda,2010,223925,petrol,automatic,1.78,good,19735.92,2022-10-02 07:19:38.378378,2022,10,2,6,4
663,Toyota,2011,220606,hybrid,manual,1.07,poor,17296.11,2023-01-21 19:16:02.162162,2023,1,21,5,1
664,Toyota,2017,244304,diesel,automatic,3.04,fair,36807.18,2021-06-10 09:56:45.405405,2021,6,10,3,2
665,Honda,2013,263462,petrol,manual,3.83,excellent,25244.1,2021-04-07 10:34:14.054054,2021,4,7,2,2
666,Honda,2015,267016,electric,manual,2.53,poor,18912.32,2023-09-01 19:08:49.729729,2023,9,1,4,3
667,Hyundai,2014,134945,hybrid,automatic,1.69,good,38820.3,2021-10-12 16:57:39.459459,2021,10,12,1,4
668,Bmw,2006,39513,petrol,automatic,3.91,good,45299.18,2020-02-10 05:05:35.135135,2020,2,10,0,1
669,Bmw,2018,191838,diesel,automatic,3.32,poor,26610.28,2023-10-22 23:26:50.810810,2023,10,22,6,4
670,Bmw,2013,170384,diesel,automatic,1.76,poor,23148.47,2022-08-10 07:09:32.972972,2022,8,10,2,3
671,Toyota,2023,169287,electric,manual,1.94,poor,31893.23,2023-10-15 15:58:33.513513,2023,10,15,6,4
672,Hyundai,2023,183636,hybrid,automatic,2.56,good,54860.42,2024-03-08 01:32:15.135135,2024,3,8,4,1
673,Chevrolet,2023,161551,electric,automatic,4.16,good,54268.3,2020-06-29 22:55:08.108108,2020,6,29,0,2
674,Mercedes,2012,278878,diesel,manual,3.51,excellent,34954.08,2024-01-04 02:09:43.783783,2024,1,4,3,1
675,Bmw,2009,38381,electric,manual,4.67,poor,28534.29,2020-11-23 04:20:54.054054,2020,11,23,0,4
676,Chevrolet,2011,190700,petrol,manual,3.08,excellent,35495.55,2021-02-09 18:39:59.999999,2021,2,9,1,1
677,Toyota,2021,282834,electric,manual,3.11,excellent,62967.81,2024-07-12 04:25:13.513513,2024,7,12,4,3
678,Toyota,2017,51585,diesel,automatic,1.22,good,53710.83,2023-10-22 23:26:50.810810,2023,10,22,6,4
679,Toyota,2009,226849,electric,automatic,3.13,excellent,32212.26,2023-04-17 17:03:25.405405,2023,4,17,0,2
680,Kia,2016,183686,hybrid,manual,3.8,fair,26932.76,2022-03-17 01:43:47.027027,2022,3,17,3,1
681,Bmw,2012,157466,hybrid,manual,2.49,excellent,52110.79,2023-01-14 11:47:44.864864,2023,1,14,5,1
682,Hyundai,2017,238411,electric,manual,1.12,good,36265.6,2023-11-04 18:31:21.081081,2023,11,4,5,4
683,Honda,2013,141661,electric,automatic,1.28,poor,20771.85,2021-08-15 05:11:21.081081,2021,8,15,6,3
684,Honda,2023,16916,hybrid,manual,3.34,excellent,75000.0,2022-07-30 07:57:07.027027,2022,7,30,5,3
685,Toyota,2013,13361,electric,manual,1.81,poor,30155.24,2020-01-28 10:01:04.864864,2020,1,28,1,1
686,Toyota,2010,125699,electric,automatic,3.27,good,46719.68,2023-12-16 19:29:00.540540,2023,12,16,5,4
687,Honda,2010,87659,diesel,manual,3.59,poor,22529.34,2021-09-04 07:44:08.648648,2021,9,4,5,3
688,Mercedes,2017,236329,petrol,manual,3.93,excellent,67578.46,2023-10-17 11:50:37.837837,2023,10,17,1,4
689,Hyundai,2022,23471,hybrid,automatic,2.63,good,66472.57,2021-04-14 18:02:31.351351,2021,4,14,2,2
690,Mercedes,2015,84701,petrol,manual,3.45,poor,30916.58,2022-06-25 14:27:44.864864,2022,6,25,5,2
691,Kia,2020,265283,diesel,automatic,3.03,good,37403.91,2024-12-09 01:35:08.108108,2024,12,9,0,4
692,Toyota,2010,70476,hybrid,manual,3.74,good,36778.9,2024-06-23 21:44:30.270270,2024,6,23,6,2
693,Chevrolet,2010,0,electric,automatic,3.32,excellent,46316.76,2020-10-17 14:59:27.567567,2020,10,17,5,4
694,Mercedes,2005,299436,electric,automatic,3.71,fair,11595.76,2022-05-16 09:22:09.729729,2022,5,16,0,2
695,Hyundai,2009,128627,hybrid,manual,2.98,excellent,43506.86,2024-04-04 11:33:19.999999,2024,4,4,3,2
696,Toyota,2005,227194,diesel,manual,4.15,excellent,36561.34,2023-04-26 20:23:47.027027,2023,4,26,2,2
